Address,Price,Radius,Beds,Bath
"Railroad Hill, 4218",123973,40,4,1
"Bacon  Drive, 9831",480370,21,1,1
"Bacon  Way, 6085",372474,13,5,2
"St. Johs  Boulevard, 5165",296460,13,5,3
"Dunsley  Tunnel, 195",293378,26,5,2
"Carpenter Grove, 295",318928,69,2,1
"Durnford  Walk, 2263",473196,3,4,1
"Blackheath  Hill, 8136",101459,68,3,2
"Chartham  Lane, 6166",171555,79,3,2
"Tilson  Drive, 4155",477377,12,3,2
"Addison  Hill, 1190",252274,59,1,1
"Magnolia Tunnel, 6072",97757,11,3,3
"Sundown Street, 4265",311972,52,5,3
"Bayberry Grove, 3275",455025,81,4,3
"Woodland Walk, 9906",457290,25,4,3
"Maple Rue, 6648",89765,24,2,3
"Geary   Road, 1640",354876,2,4,3
"Balfour    Drive, 3675",319536,49,3,3
"Linden Walk, 5494",402673,46,3,3
"Beechen  Way, 2010",437668,71,5,3
"Cavendish Pass, 4937",179870,59,2,3
"Andrews  Vale, 2226",403078,2,4,1
"Chancellor  Way, 3061",392549,21,2,3
"Fairholt   Alley, 3046",397175,90,5,1
"East Drive, 8159",191615,69,2,1
"Epworth  Crossroad, 3104",452533,35,4,3
"Under  Boulevard, 9990",248006,78,4,2
"Chambers  Lane, 1003",272804,70,5,2
"Abourne   Street, 5170",359492,20,4,1
"Camberwell  Route, 4699",199925,38,5,2
"Cave   Drive, 8666",437855,50,1,1
"Bicknell  Boulevard, 3315",104232,37,3,2
"Bolingbroke  Pass, 8195",494156,44,4,2
"Castlereagh   Walk, 2068",118945,98,4,2
"Ben   Avenue, 1069",231342,78,1,1
"Kimberley  Street, 6331",143623,78,2,3
"Gatonby   Street, 5672",421642,29,4,1
"Tilson  Rue, 3461",470936,19,1,1
"Parkfields Rue, 7086",280946,31,5,3
"West Street, 7174",317704,41,1,1
"South Street, 7789",348193,30,4,3
"Caldwell   Way, 3273",361166,14,2,1
"Wadham  Pass, 4675",314417,5,1,3
"Castle Lane, 6947",260318,48,5,1
"Boleyn  Crossroad, 2310",447069,45,5,1
"Abbotswell  Hill, 2728",450225,28,2,2
"Maple Route, 8216",129811,55,4,3
"Abbotswell  Tunnel, 74",213486,97,3,3
"Boldero   Alley, 1953",419952,73,4,2
"Carol   Alley, 8090",358716,33,1,2
"Balham   Street, 6981",392474,91,1,2
"Magnolia Crossroad, 2900",469322,35,2,2
"Dunton  Street, 5190",265691,49,2,1
"Hickory Lane Alley, 673",300007,56,5,1
"Babmaes    Road, 4913",149668,61,3,1
"Coborn  Boulevard, 6022",77253,37,2,3
"Westcott  Lane, 8902",222362,48,1,1
"Thomas Doyle   Tunnel, 2067",427975,72,2,3
"Chestnut  Way, 2055",205570,15,2,1
"Tisbury  Walk, 7102",380009,72,2,2
"Ellerman   Lane, 4187",104470,94,3,1
"Byland  Street, 1726",88608,79,1,2
"Betton  Tunnel, 3815",453474,26,3,3
"Belfort  Route, 7148",147503,3,3,2
"Enderby   Street, 6496",390658,92,4,3
"Meadow Walk, 7188",399359,72,3,3
"Angela   Road, 2599",209836,28,5,1
"Cleveland  Boulevard, 8366",255723,66,4,1
"Birkenhead   Rue, 9042",460315,2,5,1
"Calvin   Avenue, 3288",443932,39,3,2
"Gautrey  Rue, 1203",293306,12,5,1
"Coleman  Grove, 8614",387860,61,2,2
"College  Walk, 2998",165447,3,4,3
"Antrobus   Walk, 8644",367777,51,5,2
"Cavendish Lane, 4797",449122,39,4,1
"Victoria  Pass, 9164",295198,61,1,1
"Thomas More   Road, 1610",233845,70,3,1
"Linda   Road, 6188",210355,73,3,2
"Aspen Tunnel, 8344",322159,11,4,3
"English   Route, 8637",150229,42,3,1
"Elf  Route, 7116",241115,70,4,3
"Berry  Rue, 2976",413597,40,2,3
"Adderley   Crossroad, 5305",346715,29,4,3
"Thurloe   Alley, 9400",275343,24,2,3
"Shepherds  Boulevard, 1858",178113,89,5,2
"Chatfield  Lane, 9315",60285,79,3,1
"Bellenden  Hill, 7967",368138,45,1,2
"Birkenhead   Boulevard, 5633",109363,97,2,2
"East Walk, 9238",259110,39,1,1
"Coalecroft  Alley, 5232",278659,35,1,1
"Empress  Way, 6364",271814,2,4,3
"Lonsdale  Vale, 7937",404863,24,1,1
"Becher  Way, 1528",467622,59,5,2
"Queensberry  Road, 5581",232190,46,5,1
"Boadicea   Tunnel, 1989",97762,86,2,2
"Clissold  Lane, 6389",474196,62,4,3
"Under  Vale, 6760",115537,0,5,2
"Bayberry Route, 5800",390294,20,5,3
"Ampton  Alley, 881",301965,77,4,1
"Bennett  Way, 6824",221803,73,3,1
"Longman   Avenue, 9852",485848,25,3,2
"Durweston   Crossroad, 2592",257534,99,4,3
"Fairholt   Way, 3499",346217,45,4,1
"Aspen Hill, 3827",432420,96,4,3
"Castile  Drive, 7638",170447,39,2,3
"South Way, 7875",481098,32,2,3
"Addison  Crossroad, 988",400808,5,1,3
"Thomas  Boulevard, 7234",178817,82,1,3
"Church Way, 1188",178924,95,4,2
"Falconberg   Avenue, 1935",319706,49,1,1
"Heritage Hill, 7002",107495,43,3,2
"Betton  Tunnel, 703",457150,45,4,2
"Shepherds  Road, 9813",307460,12,5,3
"Abbey   Rue, 6714",217880,56,2,1
"Buttonwood Lane, 1802",306115,4,5,3
"Berry  Road, 1585",223881,65,1,1
"Emily  Road, 3817",274835,95,4,1
"Angela   Street, 273",213751,19,1,1
"Gathorne   Road, 7546",444248,5,2,2
"Durnford  Lane, 3356",234293,87,4,3
"Jackson Walk, 1857",261210,75,4,3
"Carolina  Tunnel, 8733",322194,58,1,3
"Sundown Vale, 2053",431227,76,5,3
"Chambers  Route, 5102",319579,85,5,3
"Garfield Road, 901",88688,17,2,2
"West Crossroad, 8944",249530,49,2,1
"Arline    Crossroad, 2712",261504,26,3,3
"Thrale   Vale, 5623",96302,68,1,1
"Fieldstone Rue, 8702",455594,80,4,2
"Capeners  Walk, 5188",235230,74,3,1
"Bloomsbury  Boulevard, 4037",171098,56,4,1
"English   Tunnel, 1291",314056,34,2,2
"Magnolia Avenue, 9829",270302,32,3,3
"Linden Road, 5420",364092,62,5,2
"Egerton  Pass, 584",283753,6,2,2
"Pine Vale, 8337",106441,40,4,3
"Udall   Pass, 3145",256715,47,1,1
"Balfe   Hill, 9219",239861,2,2,1
"Arthur  Crossroad, 5711",471321,79,4,2
"Andsell    Alley, 674",172376,87,5,1
"Fairview Vale, 3641",460559,64,1,3
"Cleaver Street, 2386",115602,77,1,3
"Bede  Vale, 976",70159,4,2,2
"Linden Tunnel, 1892",327604,0,3,3
"Bendall   Tunnel, 1874",323181,4,2,3
"Chalcot  Hill, 5095",219518,26,3,1
"Earl Rise Boulevard, 7904",60237,59,3,1
"Cliff  Drive, 2272",420882,71,3,1
"Blackall   Vale, 2954",338659,60,4,2
"York Road, 5387",376591,93,5,3
"Dyott   Hill, 6680",404547,86,3,2
"Thoresby   Route, 5941",236280,88,4,3
"Burton  Drive, 7828",197884,66,5,2
"Anns  Street, 7351",346411,63,2,2
"Geffrye   Tunnel, 2970",345897,62,3,2
"Anns  Hill, 363",433291,3,3,3
"West Rue, 2275",370326,10,5,3
"Eaglet  Pass, 3971",169810,14,2,1
"Adelaide  Lane, 1292",152801,13,1,2
"Coal Wharf  Boulevard, 7563",168450,23,2,3
"Baynes  Pass, 4768",336198,40,3,2
"Cleveland  Avenue, 9467",290795,51,5,1
"Gautrey  Lane, 3913",268222,11,1,1
"Fawn Lane, 6232",452484,40,2,2
"Andrews  Avenue, 4486",437679,49,5,3
"Linda Lane Lane, 6302",381522,78,3,3
"Boadicea   Street, 6933",330748,5,3,2
"Western   Route, 7782",108032,21,5,3
"Howard Crossroad, 7415",51949,23,5,1
"Oxford Avenue, 6735",58498,14,3,2
"York Pass, 7481",195583,57,1,1
"Champion  Lane, 2705",204053,84,5,1
"Enderby   Rue, 7325",174271,91,5,1
"Cavell   Lane, 7323",297904,61,4,2
"Blue Anchor  Road, 6049",461629,95,1,2
"Victorian  Road, 8053",341634,74,3,1
"Cable    Avenue, 6619",223942,99,1,3
"Waldram Park  Lane, 7426",150622,58,2,3
"Thomas Doyle   Road, 7725",482055,39,5,1
"Ensign   Rue, 4276",451168,81,3,2
"Bedford  Lane, 6280",130595,34,1,1
"Fieldstone Alley, 1644",325762,65,3,3
"Carltoun   Crossroad, 6910",217284,84,3,3
"Canon Road, 6879",205806,76,1,1
"Chandos  Street, 4950",133052,51,3,1
"Canon Alley, 445",160344,26,4,2
"Sherwood  Way, 3473",384725,35,1,3
"Fairbairn  Pass, 5197",485099,8,4,2
"Gathorne   Lane, 8327",310767,98,1,2
"Chart   Rue, 4282",112121,2,4,1
"Cave   Way, 1266",313453,73,2,1
"Blackheath   Boulevard, 6023",232944,88,1,1
"Vine  Drive, 2177",242661,65,3,1
"Sheffield Street, 6656",176374,64,5,1
"Bective  Lane, 6057",196512,51,4,1
"Eaglet  Route, 3814",207301,49,3,2
"Elba  Street, 1730",91174,94,4,2
"Sundown Street, 7098",216859,10,5,2
"Udall   Grove, 3046",92634,43,5,2
"Ayres   Drive, 810",218115,41,5,2
"Hickory   Crossroad, 786",124220,0,4,2
"Wake  Avenue, 1893",361559,23,4,1
"Timothy  Lane, 9546",234052,82,3,2
"Cliff  Alley, 2548",76692,59,5,1
"Canon Alley, 7178",289683,66,5,1
"Adelaide  Way, 2059",96172,29,5,2
"Bliss  Alley, 4024",140524,18,2,3
"Railroad Vale, 9644",317098,46,4,2
"Balfour    Crossroad, 1056",232888,66,2,3
"Baynes  Avenue, 1597",306433,84,1,2
"Belmore  Pass, 3064",286902,48,2,3
"Church Crossroad, 8580",234459,74,3,1
"Becher  Pass, 9389",139530,17,3,2
"Bendmore  Alley, 6961",333193,60,4,2
"Chatfield  Tunnel, 6312",206031,10,2,3
"Charnwood   Rue, 671",490876,55,4,3
"Lake Tunnel, 9964",465088,93,4,2
"Kilner   Street, 3709",348970,67,4,2
"Blendon    Way, 8970",447546,49,2,1
"Canning  Street, 632",336117,8,2,2
"Elf  Crossroad, 2192",331162,77,5,3
"Spruce Rue, 7068",350944,9,1,3
"Heritage Tunnel, 6823",246536,65,2,3
"Endsleigh  Vale, 963",75866,28,3,2
"Maple Lane, 2866",430804,31,5,2
"Gate   Vale, 396",452301,90,4,3
"Ensign   Street, 2147",231065,26,2,2
"Bliss  Route, 1991",241878,91,5,1
"Glenwood Vale, 5673",269906,33,3,3
"Sheraton   Grove, 8224",398713,28,2,3
"Ernest  Way, 5427",390787,75,5,1
"York Crossroad, 6550",60463,8,4,1
"Bellenden  Alley, 4198",229838,98,3,2
"Dutton   Avenue, 4053",304493,14,5,1
"Berry  Route, 6274",490616,8,5,3
"Arline    Rue, 6690",121633,92,5,3
"Chartham  Lane, 4654",161784,70,4,1
"Buttonwood Route, 3753",184686,72,1,1
"Byland  Vale, 1918",325598,96,5,1
"Bayberry Road, 441",499657,85,1,3
"Union  Pass, 2405",76637,66,5,3
"Comet House  Lane, 3171",250332,18,5,2
"King Tunnel, 6798",212938,88,4,2
"Lexington Avenue, 5467",481256,91,3,3
"Gatonby   Grove, 2492",428666,58,2,3
"Liverpool  Vale, 2401",77438,10,2,2
"Clarks  Crossroad, 1673",402403,6,4,2
"West Route, 6371",487244,41,2,3
"Badric  Rue, 1009",387292,41,1,3
"Lexington Alley, 6036",321992,53,3,2
"Chestnut  Grove, 3011",403450,48,5,1
"Victorian  Route, 1752",434134,73,2,1
"Bishop   Way, 8697",123117,15,5,2
"Thorndike   Vale, 3114",360671,25,5,3
"Bendmore  Hill, 1787",289328,23,1,2
"Cable    Boulevard, 1862",470251,28,3,3
"Sundown Lane, 8958",352426,78,3,2
"Angela   Pass, 4419",220407,54,5,3
"Tilloch   Drive, 951",152578,2,4,3
"Bush  Drive, 3218",276285,8,3,1
"Ashley Rue, 2286",438058,39,4,1
"Meadow Grove, 184",262988,36,2,2
"Waldram Park  Pass, 1532",360772,20,5,2
"Duthie   Alley, 7058",170602,94,5,2
"Cingworth  Hill, 1692",362525,11,2,1
"Catherine  Street, 5163",116642,25,3,1
"Castle Alley, 7545",344035,42,3,3
"Boldero   Vale, 8121",448544,46,3,3
"Carnegie   Avenue, 5943",252395,83,4,1
"Woodland Crossroad, 7787",163878,88,1,3
"English   Way, 5425",478605,43,3,3
"Canon Drive, 6145",285605,42,3,3
"Coalecroft  Route, 8087",340920,82,2,2
"Tilson  Lane, 6982",238126,92,5,3
"Epworth  Drive, 4003",291414,27,2,3
"Enford   Tunnel, 9331",66418,97,1,2
"Blomfield  Drive, 9261",231636,11,4,2
"Bolton  Drive, 6065",80599,92,2,3
"Cliffords  Crossroad, 5343",280293,73,1,3
"Elia   Street, 9869",119730,30,5,3
"Battersea   Crossroad, 6099",432153,9,5,1
"Lincoln Walk, 145",411902,18,2,3
"Besson  Walk, 4684",209334,88,5,3
"Boadicea   Route, 5247",156325,11,4,2
"Sheraton   Lane, 2487",415103,68,3,2
"Sheringham   Drive, 2188",422343,44,4,3
"Clarges   Avenue, 7074",296602,74,1,3
"Ayres   Avenue, 8008",238999,2,1,2
"Lake Alley, 6129",488803,8,3,1
"Woodland Walk, 9927",277060,73,2,3
"Black Swan  Tunnel, 5266",249483,19,1,2
"Wadham  Walk, 6882",218816,73,4,2
"Ayres   Grove, 3913",343941,50,4,2
"Ensign   Way, 8522",209066,18,3,1
"Ely  Pass, 435",53685,72,1,2
"Cam  Tunnel, 9766",427472,1,2,2
"Cam  Lane, 5999",206814,89,5,2
"Lincoln Way, 8513",153043,58,2,3
"Chatfield  Rue, 898",50209,44,1,1
"Sherlock   Way, 3669",58594,56,4,1
"Sheffield Grove, 8143",271931,43,1,2
"Bingham   Tunnel, 51",181745,76,5,2
"Angel  Street, 7791",110164,76,4,2
"Dunton  Lane, 8382",303750,19,3,1
"Geffrye   Street, 3294",197967,10,2,1
"Dunstable   Road, 7357",118389,27,2,3
"Ayres   Alley, 7076",357929,28,4,3
"Chester  Hill, 8853",411986,98,3,2
"Clyde Drive, 9292",158676,54,3,2
"Jackson Rue, 9638",344410,56,2,3
"Elystan  Road, 9816",270149,49,4,1
"Fairbairn  Vale, 8795",457576,78,1,3
"Chatfield  Grove, 5243",106490,73,3,2
"Rivervalley Walk, 9103",377905,76,3,2
"Rivervalley Pass, 301",375064,39,1,1
"Lonsdale  Lane, 3152",270391,86,2,3
"Amwell    Road, 3358",392384,30,3,2
"Baylis  Grove, 5287",424056,72,2,1
"Belmont Park Alley, 7604",378305,10,4,2
"Chalcot  Crossroad, 1834",224947,11,3,1
"Fair Street, 6357",441507,17,5,1
"Commercial  Hill, 9677",258602,98,1,1
"Underwood  Avenue, 8910",353812,79,2,1
"Edwin   Hill, 7601",393591,62,2,2
"Camberwell  Vale, 3721",134879,4,2,3
"Bazely   Lane, 9611",295845,33,5,2
"Gautrey  Walk, 2660",101119,74,2,1
"Gate   Tunnel, 7135",192519,32,4,3
"Mariner  Crossroad, 1065",299450,60,4,2
"Ayres   Way, 2749",474003,75,3,1
"Caldwell   Lane, 1288",258174,32,5,2
"Ashley Avenue, 6499",443289,11,2,3
"Tisbury  Rue, 8718",373703,47,5,2
"Jackson Crossroad, 9918",379794,12,5,1
"Clarks  Drive, 1714",496013,72,1,3
"Coleman  Hill, 8540",50173,96,2,3
"Anns  Grove, 6803",267475,38,4,2
"Bective  Route, 2229",174076,50,3,2
"King Vale, 7296",141796,90,2,2
"Parkfield  Avenue, 8827",224706,36,1,2
"King Road, 7189",281174,61,4,2
"Argyle  Boulevard, 2496",382897,21,3,1
"Bekesbourne   Drive, 7153",151919,51,1,1
"Queen Caroline   Vale, 7963",77875,11,2,3
"Thomas  Walk, 951",56576,59,1,3
"Camdenhurst   Avenue, 7619",451035,81,5,3
"Bacton   Avenue, 4642",358476,74,2,3
"Bellenden   Vale, 1618",435231,96,2,2
"Gathorne   Lane, 4517",275508,35,4,2
"Cleveland  Vale, 7251",331620,44,2,1
"Bocking   Drive, 3353",363140,19,4,2
"Chatfield  Boulevard, 3764",212427,2,5,2
"Cockspur  Lane, 1586",333260,85,2,2
"Hickory   Boulevard, 3900",256745,19,2,1
"Cato   Pass, 597",185655,90,4,1
"Meadow Crossroad, 1602",396297,60,1,1
"Ampton  Alley, 1402",199894,79,5,3
"Clerkenwell Hill, 9962",317514,15,4,3
"Cobden  Drive, 2364",498344,35,2,1
"Carnegie   Boulevard, 595",100899,25,2,2
"Ernest  Drive, 8598",163814,23,2,3
"Canon Tunnel, 1264",231309,28,3,1
"Sheffield Alley, 7069",388085,0,2,2
"Chantry   Lane, 7731",161227,69,5,3
"Balfour    Alley, 2200",294593,60,3,1
"Walnut Vale, 3415",465254,46,5,2
"Longman   Alley, 5933",81034,88,2,2
"Baltic  Boulevard, 3618",162385,13,5,1
"King Alley, 58",294821,31,5,2
"Garfield Lane, 8592",353497,95,5,2
"Beaconsfield  Route, 8284",289718,35,1,1
"Bempton   Street, 1782",412932,71,3,2
"Aspen Crossroad, 2938",261508,62,5,2
"Catherine  Boulevard, 3787",120414,87,5,2
"Parkfields Pass, 3945",466452,22,5,1
"Bond Hill, 7169",405410,68,1,1
"Chester      Crossroad, 7374",318115,41,5,2
"Endsleigh  Hill, 2044",201436,10,1,3
"Adams  Grove, 3762",262250,23,4,2
"Bocking   Walk, 8809",271289,76,1,3
"Kingly  Hill, 6801",472962,84,2,1
"Abbots   Way, 5606",257648,96,1,1
"Garfield Street, 5889",105498,70,3,3
"Antrobus   Boulevard, 3181",253467,38,4,2
"Heritage Crossroad, 1041",345607,79,4,3
"King Avenue, 3966",163455,87,4,2
"Cecilia  Walk, 103",171415,57,3,1
"Carnegie   Tunnel, 3684",74375,72,4,1
"Belmont Park Route, 4877",261001,58,4,2
"Bethwin  Grove, 8044",125665,38,3,1
"Victoria  Street, 8711",422734,71,3,1
"Bayberry Boulevard, 1824",412505,19,1,2
"Charterhouse  Pass, 6027",78560,91,3,3
"Wakley   Lane, 7831",183149,5,1,1
"Cheltenham  Street, 1017",135192,2,1,3
"Railroad Avenue, 2259",56293,34,5,3
"Coborn  Boulevard, 6632",223312,49,1,1
"Betton  Street, 1047",261010,95,3,2
"Cleaver Alley, 5324",348214,37,2,1
"Sherlock   Alley, 6162",128596,8,3,2
"Central  Route, 495",305961,51,1,1
"Victorian  Vale, 9106",299507,4,5,2
"Rosewood Drive, 7203",82220,67,3,3
"Rivervalley Rue, 3513",485748,71,3,3
"Fieldstone Road, 2105",235347,49,4,2
"Bacton   Road, 9000",245700,38,2,3
"Bliss  Way, 1083",201356,44,3,1
"Antrobus   Lane, 1031",236869,9,4,3
"Blue Anchor  Rue, 6004",410122,49,1,2
"King Rue, 1426",298097,4,1,1
"Lincoln Walk, 6366",178791,2,1,2
"Clarges   Tunnel, 6319",170362,1,5,1
"Chamberlain  Alley, 9965",226736,10,4,1
"Cheltenham  Boulevard, 6345",449129,23,2,3
"Ben   Drive, 7849",230144,37,5,1
"Pine Grove, 1291",81829,51,2,2
"Angela   Drive, 5327",266700,30,2,3
"Carnegie   Vale, 1586",472847,50,1,2
"Birkenhead   Road, 3992",404658,83,3,1
"Burton  Crossroad, 8670",339475,93,5,1
"Cobden  Crossroad, 3220",318174,26,3,3
"King Edward  Alley, 4054",471901,6,5,1
"Pine Way, 4606",441872,88,3,2
"Abbotswell  Pass, 2826",354627,84,3,1
"Berriman  Rue, 8382",215617,23,5,3
"Burton  Crossroad, 3437",156490,50,4,1
"Kimberley  Drive, 8505",396989,57,5,2
"Chestnut Rise Route, 7723",73576,44,3,1
"Carlisle  Road, 9189",240508,6,4,1
"Udall   Hill, 5695",421433,12,2,2
"Carol   Alley, 6341",218448,87,2,2
"Thrale   Grove, 9057",171372,63,4,3
"Bales  Alley, 3156",408340,32,4,1
"Black Swan  Grove, 8132",247507,95,5,2
"Boadicea   Tunnel, 9455",250085,44,5,2
"Chelsea Manor  Vale, 6780",305572,15,4,2
"Caldwell   Road, 1537",243175,0,2,1
"Blake  Tunnel, 291",411150,60,3,3
"Sundown Walk, 9353",461887,38,1,1
"Chamberlain  Drive, 8250",137445,80,3,3
"Cingworth  Way, 2284",126367,16,4,1
"Jackson Rue, 97",479672,67,2,3
"Dutton   Lane, 6420",429445,51,3,2
"Lincoln Pass, 6526",396493,51,1,2
"Blore  Boulevard, 2350",140148,83,2,2
"Geary   Walk, 6328",247890,66,5,1
"Wakley   Lane, 9603",371352,81,2,1
"Caedmon  Street, 3511",179574,3,2,2
"Gathorne   Hill, 3997",342101,64,4,2
"King Edward  Walk, 7544",424902,7,2,2
"Chicksand  Road, 4034",434288,63,2,1
"Bush  Rue, 559",365088,70,2,1
"Carpenter Lane, 9123",412582,83,5,3
"Fieldstone Street, 7905",56960,6,5,3
"Chamberlain  Street, 8809",379886,3,4,3
"Sheffield Drive, 4339",228884,5,3,1
"Gatonby   Boulevard, 9488",471883,40,2,1
"Queen Crossroad, 274",160061,38,4,3
"West Way, 8384",304412,39,2,2
"Andsell    Vale, 9670",354520,61,1,3
"Caxton  Avenue, 4082",400798,50,4,2
"Falconberg   Crossroad, 780",350967,57,4,1
"Coleman  Crossroad, 4885",339765,2,1,2
"Buttonwood Way, 8320",347365,12,3,2
"Garfield Drive, 2608",401485,26,2,3
"Coleman  Way, 4650",445382,4,3,3
"Berry  Pass, 8964",419946,68,3,1
"Bletchley   Avenue, 328",318348,4,3,2
"Chantry   Hill, 1188",221678,23,5,3
"Tisbury  Walk, 8876",187220,43,2,1
"Canon Road, 7652",489675,48,3,2
"Woodland Lane, 8386",250955,0,2,3
"Parkfield  Street, 1848",150343,63,2,2
"Caedmon  Boulevard, 4971",416950,60,1,3
"Lincoln Road, 5171",162796,9,1,1
"Angela   Tunnel, 6192",300798,6,1,1
"Bedford  Tunnel, 9348",150750,66,5,2
"Bekesbourne   Rue, 820",405995,95,3,1
"Unwin  Tunnel, 1616",446866,34,4,3
"Beaconsfield  Boulevard, 1959",458246,15,4,1
"Boleyn  Hill, 6656",309401,31,3,2
"Cavell   Hill, 5915",471457,29,3,2
"Underwood  Grove, 4595",116321,60,5,3
"Kinglake  Grove, 6753",373507,38,1,3
"Timber   Pass, 3167",282174,11,2,2
"Carlisle  Grove, 2147",336507,8,4,2
"Calderwood   Hill, 9452",72670,9,3,2
"Blackall   Pass, 7597",297615,86,2,3
"Ernest  Drive, 8574",468794,27,4,1
"Bacton   Tunnel, 4206",132051,24,4,1
"Jackson Tunnel, 5106",282183,10,1,1
"Blackall   Pass, 6684",179109,61,1,1
"Rosewood Hill, 9655",160746,3,4,1
"Boadicea   Route, 7059",414771,9,3,3
"Zealand Avenue, 8679",433558,81,3,3
"Bolton  Tunnel, 343",391446,10,4,1
"Boldero   Street, 6437",345552,59,1,3
"Kilner   Grove, 9361",143232,5,1,2
"Blackall   Walk, 7053",53196,66,3,2
"Hamilton  Walk, 4345",413530,63,2,2
"Beaumont  Lane, 4873",470990,99,5,1
"Garfield Alley, 1538",276450,46,1,2
"Bolingbroke  Lane, 6451",388946,31,2,2
"Bocking   Boulevard, 7516",247621,25,4,1
"West Street, 8488",480413,83,2,2
"English   Grove, 2716",76446,32,3,3
"Calverley  Hill, 5038",138356,34,1,1
"Apsley    Walk, 547",196642,93,5,3
"Victorian  Pass, 4963",383964,18,1,3
"Spruce Boulevard, 5467",336529,75,1,2
"South Route, 6944",493221,84,5,3
"Bermondsey    Tunnel, 2428",459170,61,5,2
"Fieldstone Walk, 6305",455235,40,3,3
"Buttonwood Walk, 3166",116343,31,5,3
"Blenkarne  Drive, 5596",317732,84,3,2
"Arbutus   Route, 3409",87281,2,1,3
"Bayberry Tunnel, 8328",306152,19,2,2
"Cavendish Lane, 7361",208185,61,4,3
"Elba  Route, 8374",289108,94,5,2
"Chelsea Manor  Rue, 3143",393788,33,1,1
"Elgood   Tunnel, 8176",220094,38,1,1
"Birkenhead   Avenue, 5781",106008,68,3,3
"Howard Walk, 2434",152960,96,4,3
"Wake  Avenue, 5514",85919,34,2,1
"Walnut Avenue, 8051",437721,12,3,1
"Under  Lane, 9734",155191,52,3,1
"Gathorne   Tunnel, 4069",168536,35,4,1
"Tisbury  Alley, 5351",214633,51,1,2
"Bethwin  Tunnel, 2982",66916,80,1,3
"Becher  Walk, 2629",299643,2,4,2
"Fairholt   Tunnel, 9949",245778,7,4,1
"Capeners  Vale, 8163",496184,49,5,3
"Queen Caroline   Tunnel, 4957",323451,24,4,3
"Liverpool  Rue, 1962",377332,51,1,3
"Andsell    Vale, 7086",198611,13,5,3
"Camera  Hill, 9307",250781,44,2,2
"Berriman  Avenue, 461",185912,8,2,2
"Parkfield  Walk, 9470",402568,3,3,1
"Carnegie   Walk, 7076",300032,61,1,3
"Maple Alley, 6612",214095,11,4,2
"Aspen Hill, 1615",409050,26,2,2
"Balham   Vale, 4253",246000,88,3,3
"Charnwood   Pass, 5467",95042,26,4,1
"Calverley  Street, 8904",423198,20,4,1
"Adelaide  Route, 9372",485704,48,5,3
"Parkfields Walk, 9854",398146,27,4,2
"Blendon    Tunnel, 1201",379140,74,4,2
"Duthie   Alley, 2646",433168,5,3,3
"Collins  Tunnel, 9684",75767,51,3,3
"Sheraton   Avenue, 4673",229719,54,2,1
"Thomas  Hill, 3264",493125,98,5,1
"Aberavon  Walk, 979",255181,1,3,1
"Apostle  Rue, 1168",244303,43,4,3
"Bagford   Road, 7163",393080,31,3,3
"Apollo  Rue, 3320",143340,56,3,2
"Bellenden  Lane, 8666",82702,63,5,2
"Blake  Crossroad, 6012",276661,91,4,2
"Bempton   Boulevard, 9674",99571,42,2,2
"Lonsdale  Way, 2223",350883,22,2,1
"Chestnut  Walk, 2485",250859,4,4,3
"Clissold  Tunnel, 3591",408055,88,3,1
"Coal Wharf  Alley, 2587",229802,78,2,3
"East Route, 973",111815,13,5,1
"Calshot   Way, 4040",234771,68,2,2
"Enderby   Boulevard, 574",438793,13,4,1
"Railroad Way, 3145",292257,85,3,2
"Victoria Rise Drive, 2691",245589,82,1,3
"Baynes  Vale, 3090",461296,74,4,2
"Bacon  Drive, 3850",140348,20,4,1
"Becklow  Street, 5355",344899,61,5,1
"Commercial  Walk, 5989",175709,46,4,3
"Bingham   Vale, 9758",440002,8,3,3
"Parkfields Pass, 9499",223508,7,4,2
"Mariner  Lane, 3376",342571,81,2,3
"Becklow  Pass, 7792",144584,26,4,2
"Chapel  Pass, 6346",179044,9,3,3
"Pine Route, 3341",103109,6,2,2
"Chester  Hill, 2698",292995,22,4,1
"Spruce Tunnel, 6291",340822,25,1,3
"Baynes  Street, 6564",418101,95,1,3
"Oxford Boulevard, 988",488359,10,3,3
"Birkenhead   Road, 5321",388075,1,1,1
"Coal Wharf  Avenue, 6701",69921,90,3,2
"Queen Caroline   Road, 6404",428410,47,1,2
"Clavell   Rue, 3000",100004,28,4,2
"Apostle  Vale, 5658",105869,13,2,1
"Bales  Alley, 8949",156823,92,4,1
"Chesterfield  Drive, 7736",70593,51,2,2
"Blackwall  Grove, 1332",332425,56,3,1
"Cato   Street, 6401",381969,44,5,3
"Longmoore   Alley, 9200",397045,27,1,1
"Eldon  Pass, 6035",294845,39,1,2
"Tilson  Avenue, 654",394292,40,5,3
"Buttonwood Grove, 4965",307416,85,1,3
"Bigland  Tunnel, 4996",268174,71,2,2
"Chantry   Crossroad, 2745",158711,13,2,2
"Buttonwood Hill, 835",125328,24,4,2
"Calderwood   Hill, 9725",65316,6,5,2
"Bendall   Grove, 1992",238539,15,2,1
"Bolton  Alley, 593",356912,78,1,3
"Erindale Walk, 5235",173300,42,3,3
"Fairholt   Grove, 4046",322213,24,2,1
"Bingham   Avenue, 4508",340222,45,4,1
"Union  Alley, 8225",490635,14,2,1
"Boadicea   Road, 4853",257243,60,5,1
"Bethwin  Grove, 7599",339948,35,4,3
